sample_index,toi,tid,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh,pl_trandep,st_tmag,st_teff,st_rad,ra,dec,toi_created,rowupdate,label,search_status,spoc_120_available,n_sectors,group_fold,split,manifest_index,selected_sector,status,global_nan_count,local_nan_count,n_clean_points,global_interpolated_percent,local_interpolated_percent,max_interpolated_percent,sample_file
32,1022.01,47384844,FA,3.09574,2458547.448,4.475,380.0,8.72924,6084.0,1.41,162.96491,-5.788708,2019-06-04 14:32:44,2023-06-06 12:02:56,0,ok,True,3,0,train,32,9,success,0,0,15779,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1022_01.npz
33,1023.01,238374636,FP,1.3214483,2459303.303969,3.435,2180.0,9.697,5050.8,2.99,120.837688,-51.345626,2019-07-24 18:44:12,2021-12-07 16:02:02,0,ok,True,5,6,train,33,34,success,0,0,16929,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1023_01.npz
34,1024.01,141482386,FP,18.0157,2458339.72276,2.524,610.0,10.0814,4709.0,7.61,86.820714,-72.422611,2019-07-24 18:44:12,2021-10-29 12:59:15,0,ok,True,12,13,train,34,27,success,15,1,16153,7.462686567164178,1.639344262295082,7.462686567164178,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1024_01.npz
35,1025.01,297967252,FP,9.6837908,2460733.686688,1.6988586,4965.2496516,5.5324,8598.7,,142.521159,-51.517114,2019-07-24 18:44:12,2025-12-11 10:08:01,0,ok,True,8,4,train,35,9,success,0,0,16518,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1025_01.npz
36,1026.01,388624270,FP,14.2628757,2460720.807674,6.9350494,913.2067174,9.9138,5690.0,0.853898,125.434634,-51.759442,2019-06-11 14:45:00,2025-09-02 16:00:02,0,ok,True,3,9,train,36,34,success,20,0,16961,9.950248756218906,0.0,9.950248756218906,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1026_01.npz
37,1028.01,447283466,FP,1.01606,2458544.48066,2.843,240.0,7.9059,4634.0,0.68,157.098337,-51.705409,2019-07-24 18:44:12,2021-10-29 12:59:15,0,ok,True,6,18,test,37,9,success,0,0,16519,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1028_01.npz
38,103.01,336732616,KP,3.547854,2458327.25256,3.494333,10424.3718,11.5232,6351.0,1.4,312.457488,-24.428694,2018-09-05 18:49:20,2024-09-07 10:08:02,1,ok,True,2,8,train,38,1,success,0,0,18182,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_103_01.npz
39,1030.01,464296022,FP,12.1246519,2460054.783937,4.612,7279.0,9.5706,4807.6,1.07,155.831478,-57.590248,2019-07-24 18:44:12,2023-05-31 10:10:01,0,ok,True,3,12,train,39,36,success,0,0,16295,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1030_01.npz
40,1031.01,304021498,FP,5.652623,2459304.837939,3.434,1250.0,9.7318,6415.4,1.92,140.88389,-67.026006,2019-06-25 15:58:39,2024-09-19 10:08:01,0,ok,True,2,3,train,40,36,success,0,0,15920,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1031_01.npz
41,1034.01,400595342,FP,3.6404389,2460768.617427,2.5339234,476.3077321,9.8174,9810.0,1.60776,134.441752,-49.000578,2019-07-24 18:44:12,2025-09-05 10:08:01,0,ok,True,2,7,train,42,35,success,0,0,13829,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1034_01.npz
42,1037.01,363260203,FP,1.2025238,2459331.124512,1.991,390.0,9.0211,9158.0,1.74,147.385172,-63.306478,2019-07-24 18:44:12,2024-09-07 10:08:02,0,ok,True,2,11,train,43,36,success,0,0,15920,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1037_01.npz
43,1038.01,90544017,FP,3.2235985,2459273.371643,2.159,680.0,8.7157,8904.0,2.17,128.454638,-49.940347,2019-07-24 18:44:12,2021-10-29 12:59:15,0,ok,True,1,0,train,44,35,success,0,0,13826,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1038_01.npz
44,104.01,231670397,KP,4.0872956,2460150.608677,5.586113,3572.1712499,9.8638,6036.0,2.2186699,319.949697,-58.148933,2018-09-05 18:49:20,2023-10-16 16:02:02,1,ok,True,8,1,train,45,1,success,0,0,18277,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_104_01.npz
45,1040.01,310483807,FP,2.55555,2460756.129789,1.566,397.9246747,8.3854,10037.0,6.04,128.61421,-61.488262,2019-07-24 18:44:12,2025-11-06 16:00:01,0,ok,True,3,16,validation,46,35,success,0,0,13777,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1040_01.npz
46,1041.01,385624852,FP,8.30792,2459261.801216,3.228,8350.0,8.0981,9081.0,3.05,138.402252,-55.19791,2019-07-24 18:44:12,2021-10-29 12:59:15,0,ok,True,6,6,train,47,35,success,0,0,13775,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1041_01.npz
47,1042.01,360286627,FP,0.758082,2459281.337956,1.8184632,583.93181,9.718,9917.0,3.5086601,141.975215,-61.33004,2019-07-24 18:44:12,2025-12-11 10:08:01,0,ok,True,5,2,train,48,36,success,0,0,15918,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1042_01.npz
48,1043.01,90448944,FP,1.4415577,2459985.770425,2.349,507.0,9.5719,6902.0,1.52,128.302319,-52.714202,2019-07-24 18:44:12,2024-09-09 10:08:01,0,ok,True,2,16,validation,49,35,success,0,0,13777,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1043_01.npz
49,1045.01,54044474,FP,3.7039994,2459301.544126,4.277,7590.0,9.6306,7013.8,1.9,159.887704,-32.51188,2019-07-24 18:44:12,2021-12-07 16:02:02,0,ok,True,1,3,train,50,36,success,0,0,15515,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1045_01.npz
50,1046.01,309787037,FP,1.3042553,2460177.867195,1.706,914.0,10.0119,6762.0,1.75,126.419468,-60.907514,2019-07-24 18:44:12,2024-09-19 10:08:01,0,ok,True,3,15,validation,51,35,success,0,0,13780,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1046_01.npz
51,1047.01,370745311,FP,0.62627,2458544.79061,0.666,1880.0,10.2355,5622.0,0.93,144.581535,-67.505097,2019-07-24 18:44:12,2021-10-29 12:59:15,0,ok,True,3,7,train,52,36,success,0,0,15918,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1047_01.npz
52,1048.01,384549882,FP,0.30412,2458518.376,0.748,1330.0,8.802,11892.0,2.52,136.527702,-54.903922,2019-07-24 18:44:12,2021-10-29 12:59:15,0,ok,True,2,17,test,53,35,success,0,0,13772,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1048_01.npz
53,1049.01,16288184,KP,2.1805333,2458626.801546,2.9443745,16399.8584641,11.0657,6599.0,1.2714601,253.768848,-28.710584,2019-07-15 19:20:04,2026-01-15 16:00:02,1,ok,True,3,11,train,54,12,success,0,0,15997,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1049_01.npz
54,105.01,144065872,KP,2.1846669,2460904.412675,2.6989102,11535.5475157,9.4995,5630.0,1.23824,337.457824,-48.003099,2018-09-05 18:49:20,2026-04-08 16:00:02,1,ok,True,5,0,train,55,1,success,0,0,18276,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_105_01.npz
55,1050.01,66818296,KP,3.7354838,2459355.54563,4.142,17030.0,11.0261,6650.0,1.57,239.962248,-28.061794,2019-07-15 19:20:05,2022-10-05 10:10:01,1,ok,True,3,5,train,56,12,success,0,0,13936,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1050_01.npz
56,1051.01,259863352,FA,21.701669,2458657.736625,8.2676424,211.6567325,7.1278,5625.0,1.56486,40.365939,-71.462749,2019-08-16 20:20:45,2024-09-17 10:08:02,0,ok,True,8,7,train,57,1,success,10,0,18273,4.975124378109453,0.0,4.975124378109453,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1051_01.npz
57,1052.01,317060587,CP,9.139804,2458332.941229,3.0912936,358.4157801,9.0197,5958.2,1.58,337.510274,-75.646561,2019-08-16 20:20:47,2023-07-24 12:03:31,1,ok,True,8,13,train,58,1,success,0,0,18276,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1052_01.npz
58,1053.01,112395568,FP,5.742625,2458657.999179,2.860293,1105.760867,8.8849,5664.0,3.86959,290.977117,-33.351416,2019-08-16 20:20:42,2024-09-19 10:08:01,0,ok,True,4,3,train,59,13,success,0,0,17258,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1053_01.npz
59,1054.01,366989877,CP,15.5077855,2460122.700139,4.565,513.0,8.4362,6122.0,1.17,302.114174,-54.317501,2019-08-16 20:20:48,2023-09-14 16:02:01,1,ok,True,6,3,train,60,13,success,11,0,19436,5.472636815920398,0.0,5.472636815920398,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1054_01.npz
60,1055.01,320004517,CP,17.4713078,2458661.062711,4.4284819,1199.7541483,8.0888,5783.54,0.974669,293.286615,-54.532728,2019-08-16 20:20:47,2024-10-01 10:08:01,1,ok,True,5,2,train,61,13,success,10,0,19435,4.975124378109453,0.0,4.975124378109453,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1055_01.npz
61,106.01,38846515,KP,2.8493827,2460988.068249,3.548888,7740.4889995,10.3157,6900.0,1.77,68.959816,-64.027039,2019-05-07 17:42:35,2026-02-17 16:00:01,1,ok,True,43,19,test,62,1,success,0,0,15882,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_106_01.npz
62,1061.01,253990973,FP,0.540933,2458654.253249,1.674337,257.347459,9.7345,5525.0,1.21935,284.688908,-41.242483,2019-08-16 20:20:44,2021-10-29 12:59:15,0,ok,True,1,5,train,63,13,success,0,0,17220,0.0,0.0,0.0,c:\Users\user\Documents\HSFlensburgMaster\Sommersemester2026\AdvancedDeepLearning\Projekt\Exoplanets\data\interim\spoc120_dataset_generation\samples\toi_1061_01.npz
